RespondentID,newid,collectorid,location,date,nbr_relation,sense_commun,safe_violence,safe_covid,food_enough,food_access,food_variety,food_afford,food_worry,covid_info_satis,covid_brief_satis,maint_suite,maint_suite_txt,maint_common,maint_common_txt,maint_amenity,maint_amenity_txt,maint_exterior,maint_exterior_txt,maint_security,maint_security_txt,maint_landscape,maint_landscape_txt,maint_other,maint_other_txt,house_stable,house_stable_txt,apprch_bside,comm_email,comm_email_adj,comm_phone,comm_phone_adj,comm_note,comm_note_adj,comm_board,comm_board_adj,comm_mail,comm_mail_adj,comm_meet,comm_meet_adj,comm_news,comm_news_adj,comm_reg,comm_news_satisf,depm_admin,depm_oper,depm_account,depm_comdev,depm_res,depm_improve_txt,food_access_last_12,food_worry_last_12,food_health_last_12,food_few_last_12,food_skip_last_12,food_less_last_12,food_empty_last_12,food_hunger_last_12,food_day_last_12,hlth_phys,hlth_mental,hlth_happy,support_medication,support_clean,support_maintenance,support_personal,support_meal,support_grocery,support_na,support_other,support_other_txt,hlth_well,htlh_well_txt,home_dnurse,nome_wnurse,home_outreach,home_food,home_clean,home_none,home_na,home_other,home_other_txt,prgm_garden,prgm_bbq,prgm_party,prgm_fair,prgm_social,prgm_clinic,prgm_none,prgm_na,prgm_other,prgm_other_txt,event_forward,event_inclu,event_easy,event_nbr,event_conv,event_contr,event_connect,event_new,event_satis_yr,event_res_effort,impr_safe,impr_comm_nbr,impr_comm_bside,impr_social,impr_support,impr_none,impr_na,impr_other,impr_other_txt,time_nbr,time_nbr_txt,nbr_relation_better,nbr_relation_priv,nbr_relation_enough,nbr_relation_friend,nbr_relation_notime,nbr_relation_ufr,nbr_relation_not,nbr_relation_na,nbr_relation_other,nbr_relation_other_txt,chat_often,chat_mysuite,chat_nbrsuite,chat_common,chat_garden,chat_city,chat_na,chat_other,chat_other_txt,num_close_friends,ask_borrow,ask_sick,ask_away,ask_child,ask_event,ask_help,ask_none,ask_na,ask_other,ask_other_txt,unsafe_area,unsafe_area_yes,rlns_care,rlns_close,rlns_lonely,rlns_welcome,rlns_space,rlns_conflict,rlns_safe,rlns_safe_obj,age,gender,gender_other_desc,sex,sex_other_desc,household,household_num,num_child,lang_eng,lang_fr,lang_canto,lang_mando,lang_span,lang_rus,lang_viet,lang_hindi,lang_punj,lang_tag,lang_na,lang_other,lang_other_txt,ethn_white,ethn_chn,ethn_sa,ethn_blk,ethn_ph,ethn_la,ethn_sea,ethn_arab,ethn_wa,ethn_jp,ethn_kr,ethn_indig,ethn_na,ethn_other,ethn_other_txt,id_senior,id_ya,id_indig,id_dis,id_substance,id_addict,id_mentalhealth,id_flee_viol,id_vet,id_lgbtq,id_racialized,id_recent_Imm,id_homeless,id_na,rln_status,rln_status_other,rln_support,rln_support_other,work_paid,work_vol,walk_aid,walk_aid_cane,walk_aid_walk,walk_aid_crutch,walk_aid_wlchair,walk_aid_scooter,walk_aid_na,walk_aid_other,walk_aid_other_txt,educ_level,educ_level_other,imm_status,imm_year,bside_dur,bside_pre,bside_pre_other,bside_pre_muni,bside_pre_muni_other,surv_feedback,surv_who,surv_who_other,surv_hear,surv_hear_other
1.10005E+11,5264797,270167567,LIONS VIEW BLDG II,9/6/2020 23:18,3,1,2,2,2,2,2,2,2,2,2,1,Painting new flooring new stove,1,Bike rooms proper lock up stands improved,1,Dimmer switch for lighting,1,Roof cover between LV 1 and LV 2,2,,2,,1,Renovate old garden box,2,,4,2,1,2,1,4,0,4,0,3,0,1,1,4,0,1,2,2,2,2,2,2,Start treating us with respect and as equals not so black and white Tenants being able to switch suites as vacancies come up,2,2,2,2,2,2,2,2,2,4,3,2,,1,1,,,,,,,1,,,,,1,,,,1,Bulk produce/food buying club picks-Britannia,1,1,,1,1,,,,,,4,4,4,4,4,4,4,4,2,4,,1,1,1,,,,,,0,Just in the events,2,,1,1,1,,,,,,1,,1,1,1,,,,,3,1,1,1,,1,1,,,,,1,,4,4,2,4,4,4,4,4,6,1,,1,,1,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1, , ,1, , , , , , , , , , ,0,In a relationship but living apart,0,Collingwood neighbourhood house food security folks senior programs,2,2,2,,,,,,,,,5,,1,,4,3,,0,Victoria: Saanich,,1,,2,
1.10005E+11,5264816,270167567,LIONS VIEW BLDG II,9/6/2020 23:35,2,2,2,3,1,3,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,Income reviews are stressful,2,3,0,3,0,3,0,1,1,3,0,3,0,3,0,1,2,5,4,5,5,,If a rate letter is required please indicate in the initial documentation not afterwards,2,2,2,2,2,2,2,2,2,3,3,3,,,,,,,,,,1,,,,,1,,,,,,,1,1,,,1,,,,,4,4,4,4,4,4,4,3,2,2,1,1,1,,1,,,,,0,BBQ + Xmas parties,1,,,,,,,,,,3,,,1,1,,,,,2,,,1,,1,,,,,,1,,4,4,3,4,4,4,4,4,8,2,,1,,1,,1,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1, , ,1, , , , , , , , , , ,3,,3,,3,3,2,,,,,,,,,3,,1,,4,2,,1,,no,1,,2,
1.10005E+11,5264858,270167553,LIONS VIEW BLDG III,9/7/2020 0:11,2,2,2,3,1,1,2,1,1,2,1,2,,2,,2,,2,,2,,1,,2,Pruning of branches at back way to main entrance,1,,1,3,0,3,0,4,0,4,0,4,0,1,1,4,0,2,1,5,4,0,5,0,,2,2,2,2,2,2,2,2,2,2,2,2,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,3,2,,,1,,,,,,,1,,1,,,,,,,,,,4,,,1,,,,,,2,,,,,,,1,,,,1,,3,3,2,5,4,3,3,2,9,1,,1,,0,Husband and wife,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1, , , , , , , , , , , , , ,2,,3,,3,3,2,,,,,,,,,2,,0,1995,4,2,,1,,Must notify me prior to entering my suite,0,My daughter,2,
1.10005E+11,5264868,270167553,LIONS VIEW BLDG III,9/7/2020 0:24,2,2,3,3,,,,,,1,2,1,,1,,1,,1,,1,,1,,,,2,,1,,,3,0,3,0,,,,,,,3,0,1,2,2,2,2,2,1,Residents relocation-residents with small children should be on the 1st floor because kids run around all the time even up to midnight,1,,,,,,,,,3,2,2,,1,1,,,1,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,1,,,1,,,1,Good to get together with neighbour if we have an amenity room,4,,1,1,,1,,,,,,1,,4,4,,4,,,4,4,9,1,,1,,1,,1,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1, , , , , , , , , , , , , ,2,,3,,3,2,2,,,,,,,,,5,,0,1977,4,2,,1,,,1,,2,
1.10005E+11,5264879,270167553,LIONS VIEW BLDG III,9/7/2020 0:37,2,3,,,1,1,1,1,1,1,1,,,,,1,No amenity room in our building,2,,2,,1,Wood rails separating neighbours on balconies going decay,,,2,,1,,,,,,,4,0,4,0,,,4,0,1,,,,,,,,1,,,,,,,,,4,3,3,1,,1,,,,,1,Caregive supports my wife bath twice a week,0,Brightside can not take medicore business,,,,1,,,,1,Need monthly nurse if possible food delivery from better meals,,,,,1,1,,,,,,,,,,,,,1,2,1,,,,1,,,,,1,,1,,,,,,,,,,2,,,1,,,,,,2,,,,,,,1,,,,1,,,,,,4,,4,,9,2,,,,0,Live together with my wife,1,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1, , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,1,,No thanks,1,,2,
1.10005E+11,5264902,270167565,FIRST LUTHERAN COURT,9/7/2020 0:54,2,2,2,2,1,2,1,1,1,2,2,2,,2,,2,,2,,1,Locked bikes were stolen from bike room,2,,2,,2,,1,1,1,3,0,4,0,1,1,2,1,1,1,5,0,2,2,5,5,4,4,5,No improvement,1,2,2,2,2,2,2,2,2,1,1,1,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,2,,,,1,,,,,,6,,,,,,1,,,3,,,,,,,1,,,,1,,0,5,2,4,0,0,4,3,7,1,,1,,0,one other,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,, , , , , , , , , , , , , ,1,3,,3,,4,3,2,,,,,,,,,5,,0,2000,4,2,,1,,No,1,,2,
1.10005E+11,5264915,270167562,BRIDGEVIEW PLACE,9/7/2020 1:03,2,,,,,,,,3,1,1,,,,,,,,,,,,,,,2,,1,,,3,0,,,,,,,,,,,1,1,,5,,,,,1,,,1,,,,,,4,1,2,,,,1,,,,1,Cleaning vacuum,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,3,,,1,,,,,,3,,1,,,,,,,,,1,,5,,,,,5,5,,8,1,,1,,1,,1,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1, , ,1, , , , , , , , , , ,3,,0,Children-friends,3,3,1,,,,1,1,,,,1,,1,,4,2,,0,Coquitlam for long time,Brightside is a very nice place to live They take excellent care of everything I really love to be here Thank you,1,,1,
1.10005E+11,5264928,270167562,BRIDGEVIEW PLACE,9/7/2020 1:14,2,2,1,2,1,2,3,1,2,1,1,2,,1,Flooring at entrance,1,Dryer,2,,,,2,,,,2,,1,3,0,3,0,3,0,3,0,3,0,,,3,0,1,1,5,5,5,5,,,1,2,2,2,2,2,2,2,2,3,2,3,,,,,,,,,,1,,,,,,,1,,,,1,,1,,1,,,,,,4,2,4,4,4,4,,,2,2,1,1,1,,1,,,,,1,,1,,,,,,,,,,2,,,1,1,,,,,3,,,1,,,,,,,,1,,4,4,2,4,3,3,4,4,8,2,,1,,0,2,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1, , , , , , , , , , , , , ,2,,3,,3,3,2,,,,,,,,,3,,0,1996,2,2,,1,,,1,,2,
1.10005E+11,5264935,270167562,BRIDGEVIEW PLACE,9/7/2020 1:21,2,2,2,2,2,3,4,3,1,1,1,1,Carpet replaced,1,Front entrance a little more pleasing-A few more furnishing,2,,1,Bench to sit on and enjoy some fresh air,2,,1,Maybe a couple of large planters,1,Paint walls in common area by elevators,1,,1,1,1,2,1,4,0,4,0,3,0,3,0,4,0,2,1,5,5,5,0,0,,1,2,2,2,2,2,2,2,2,3,2,3,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,6,6,,,,,,,,1,,2,,2,1,1,,,,,,,,2,,,1,,1,,,,3,1,1,1,,1,1,,,,,1,,4,4,4,4,4,3,4,4,8,1,,1,,1,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,1,1,1,1,1, ,1,1,1,1,1, ,4,,1,,3,3,2,,,,,,,,,3,,1,,4,2,,0,Cranbrook BC,To mention again my carpet and floors need updated I do not believe they have ever been replaced I asked about four years ago,1,,2,
1.10005E+11,5264966,270167562,BRIDGEVIEW PLACE,9/7/2020 1:45,2,1,2,1,1,3,2,1,1,3,3,1,Window blinds replaced carpets cleaned general maintenance,2,,,,2,,2,,2,,2,,2,,3,2,1,2,1,3,0,3,0,3,0,1,1,3,0,2,3,4,3,5,5,1,,1,2,1,1,2,2,2,2,2,5,5,4,,1,1,,1,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,3,3,,,,,1,,,,,1,,3,,,,,,,1,,,2,,,1,,,,,,1,,,,,,,1,,,,1,,3,2,1,3,4,3,4,4,6,2,,1,,1,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,, , , ,1, , ,1, , , , , , , ,1,,,,4,3,2,,,,,,,,,3,,1,,4,2,,1,,,1,,2,
1.10005E+11,5264969,270167562,BRIDGEVIEW PLACE,9/7/2020 1:51,3,3,1,3,1,1,1,1,1,1,1,1,A live in building manager,1,Upgrade lobby,1,8th floor washers-Front load very expensive,1,Metal fences around garden,1,metal fob entrance key access,1,Sand in gardens OUT good soils IN,1,Entrance security cameras,1,No one in BUP knows who lives in BUP,1,4,0,3,0,5,0,5,0,5,0,4,0,5,0,2,,1,5,5,0,,In-House building manager a tenant could die and no one would know,1,2,2,2,2,2,2,2,2,1,1,1,,1,1,,,,,,,1,,,,,,,1,,,,1,,1,,1,,1,,1,Good for tenants who need it Lots of elderly tenants preferred to organize themselves in building events-in amenity rooms,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,,,,,0,Gardening-We need building emergency drills communication with police and fire earth quack and fire practice,1,,,,,,,,,,1,,,1,1,,,,,4,1,,1,,1,,,,,,0,Front Right entrance/Driveway to bicycle room-drug atics gather,4,4,1,5,4,5,5,5,8,0,Gay,4,,1,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,1,1, , , , ,1,1, ,1,1, ,4,,3,,3,3,2,,,,,,,,,6,,1,,4,2,,1,,All tenants enjoy the lobby-It needs redoing The window garden in front of the lobby,1,,2,
1.10005E+11,5266581,270167559,MOUNT PLEASANT,9/7/2020 12:35,2,2,2,2,1,1,1,1,1,2,2,,,,,1,We need to access room Rooms are locked so we can not use it,,,,,,,,,,,2,1,1,3,0,4,0,1,1,1,1,1,1,4,0,2,3,0,0,0,0,,,1,2,2,2,2,2,2,2,2,3,3,2,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,3,3,,,,,,,,,,1,,2,,1,1,,,,,,,2,,,,,,,,,3,1,1,1,,,1,,,,,1,,4,3,2,4,3,3,4,3,9,1,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,1, , , , , , , , , , , ,3,,,,3,3,2,,,,,,,,,2,,1,,4,2,,1,,,1,,2,
1.10005E+11,5266628,270167559,MOUNT PLEASANT,9/7/2020 12:44,2,2,2,2,1,1,1,1,1,2,3,2,,2,,2,,2,,2,,2,,2,,2,,2,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,3,5,5,5,,,"Not making a threat each time on every communication like ""you will be evicted if"" or ""you are required by law"" or ""not co-operating will result in""",1,2,2,2,2,2,2,2,2,4,4,2,,,,,,,,1,None of the above,1,,,,,,,1,,,,,,,,,,1,,1,Info event re: new building,,,,,,,,,3,2,,,,,,1,,,,1,,2,1,1,,,,,,,,2,,,1,,,,,,3,1,1,1,,,,,,,,1,,4,3,1,4,4,4,4,4,8,2,,1,,1,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1, , , , , , , , , , , , , ,1,,3,,3,2,2,,,,,,,,,3,,1,,4,1,,1,,,1,,2,
1.10005E+11,5266684,270167559,MOUNT PLEASANT,9/7/2020 12:55,2,2,2,2,1,1,1,1,2,1,1,2,,2,,2,,2,,2,,2,,2,,3,Ok for about 1 year After? Building being demolished and moving to new building next door?,2,3,0,,,,,,,,,3,0,,,,1,5,5,5,5,,Resident relocation: does not know,1,2,2,2,2,2,2,2,2,4,2,2,1,1,1,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,3,3,,,,,,1,,,,1,,1,,,,,,,,,,2,,,1,1,,,,,2,,1,,,,1,,,,,1,,3,3,3,3,3,3,4,4,8,1,,1,,1,,1,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1, , , , , , , , , , , , , ,1,,3,,3,3,2,,,,,,,,,6,,1,,3,2,,1,,,1,,2,
1.10005E+11,5266735,270167559,MOUNT PLEASANT,9/7/2020 13:07,3,3,2,2,3,2,2,3,2,2,3,1,More frequent pest control,1,There is a common room down stairs not used,2,,2,,2,,2,,3,,4,,2,1,1,3,0,4,0,2,1,2,1,2,1,2,1,2,3,3,2,4,0,0,,3,1,2,1,1,2,2,2,2,2,3,2,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,3,3,,,,,,1,,,,1,,3,1,,,,,,,,,2,,,1,,,,,,4,1,1,,,1,,,,,,1,,3,5,2,4,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , , , , , , , , , , , , , ,1,,3,,2,2,2,,,,,,,,,4,,1,,3,2,,1,,,1,,2,
1.10005E+11,5266767,270167550,GORDONFAHRNI,9/7/2020 13:15,,,,3,,,3,,,1,1,1,Bathroom doors,,,,,,,,,,,1,Put cameras on recycle bins People throw garbage there all the times,1,,1,,,,,,,4,0,,,,,,,2,2,5,5,5,5,,,3,2,2,2,2,2,2,2,2,4,3,2,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,6,6,1,1,1,1,,,,,,1,,1,,,,,,,,,,3,,,,,1,,,,3,,,,,,,1,,,,1,,,4,2,4,,,4,4,8,1,,1,,1,,1,1,,,,1,,,,,,,1,Italian,,,,,,1,,,,,,,,,,1, , , , , , , , , , , , , ,1,,1,,4,3,1,1,1,,,,,,,2,,0,1970,2,3,,1,,I am a clean person and I like to live here Sometimes it is very hard because people from other building throw garbage here,1,,2,
1.10005E+11,5266800,270167550,GORDONFAHRNI,9/7/2020 13:23,2,,,3,,,,,,1,1,,,,,,,,,1,Need a caretaker,,,,,1,,1,,,,,,,,,,,,,1,1,2,1,5,5,5,5,5,Washing window outside been going on a long time without cleaning them,1,2,2,2,2,2,2,2,,2,1,1,,,,,,,,1,I can still do everything,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,1,,1,1,,,,,,,1,,2,1,,,,,,,,,1,,,,,,,1,Email,2,,,1,,,,,,,,1,,4,,,4,,,4,,9,2,,4,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1, , , , , , , , , , , , , ,1,,,,3,3,2,,,,,,,,,1,,1,,4,2,,1,,None,1,,2,
1.10005E+11,5266846,270167550,GORDONFAHRNI,9/7/2020 13:35,,,,,1,1,1,1,1,3,3,1,I have lived in this suite for +5 years and have not had help to clean my carpet It is dirty,,,,,,,1,My doors inside lock in broken need it repaired please,,,,,1,,1,2,1,3,0,5,0,5,0,2,1,2,1,5,0,,2,5,5,5,5,1,They are trying their best It is not easy trying to please everyone,1,2,2,2,2,2,2,2,2,3,3,2,1,1,1,,,,,1,I had help moving furniture around,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,6,6,,,,,,,1,,,2,,3,,,,,,,1,,,3,,,1,,1,,,,2,,,1,,,,,,,,0,Laundry room and store room we need a camera,0,0,0,4,3,3,4,2,7,1,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,, , , , , , , , , , , , , ,1,4,,4,,2,4,2,,,,,,,,,7,,2,,4,2,,1,,,1,,2,
1.10005E+11,5266912,270167547,BURRARD MANOR,9/7/2020 13:51,2,3,2,3,1,1,3,1,1,2,2,3,,3,,3,,3,,3,,3,,,,1,,1,1,1,5,0,4,0,4,0,,,1,1,5,0,3,1,5,5,0,5,0,,,2,2,1,2,2,2,2,2,3,1,3,,,,1,1,1,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,2,2,1,1,1,,,,,,,1,,,1,,,,,,1,,,2,,,1,,,,,,2,,,,,,,1,,,,1,,4,0,1,5,4,0,4,4,9,4,,1,,1,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1, , , , , , , , , , , , , ,3,,4,,3,3,1,1,,,,,,,,1,,1,,2,8,,1,,,1,,1,
1.10005E+11,5266940,270167558,MORELAND KENNEDY,9/7/2020 13:57,0,3,1,3,1,2,1,1,1,1,2,1,Some units have blinds I would like blinds,2,Cleaning is excellent,1,Leaks fixed,1,Balcony rails painted,1,Not sure cameras monitored more Cameras on floors maybe,2,Work currently is very good,,,3,Never sure what others say try to mind my own business,1,1,1,3,0,3,0,1,1,1,1,2,1,1,1,2,2,5,4,5,4,0,Return calls a little quicker (I know you are very busy),1,2,,,,,,,,2,3,2,1,,1,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,6,2,,,,,,,1,1,So many new neighbours and COVID,1,,3,1,,,,,,,,,2,,,1,,,,,,5,1,,,,,,,,1,Maybe also small shopping,0,Balcony,3,3,3,3,4,3,3,3,7,2,,5,,1,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,, , , , , , , , , , , , , ,1,3,,0,,4,2,2,,,,,,,,,4,,1,,4,1,,1,,Some neighbours are difficult gossip is common,1,,2,
1.10005E+11,5266985,270167558,MORELAND KENNEDY,9/7/2020 14:07,2,,,2,1,1,1,1,1,2,2,1,The step to go out on the balcony is very difficult to get over I like to go but I find it hazardous,2,,2,,2,,2,,2,,2,,2,Have no indication from Brightside that things will change,3,,,,,5,0,5,0,,,,,5,0,2,3,0,0,0,5,0,,1,2,2,2,2,2,2,2,2,4,4,3,,1,1,,,,,1,In-suite cleaning very much needed! I have fibromyalgia and arthritis and find cleaning the floors and bath tub very difficult,1,,,,,,,1,,1,i applied to Kitsilano Better at Home Emergency Services a year agoand have been told many times that they cannot help me as they do not have enough volunteers to meet the needs of the community,1,,,,,1,,,1,I had my ears tested by the program 2 years ago,3,3,3,3,3,3,3,3,3,3,,,,,1,,,,,1,,2,,1,,,1,,,1,Most stay away from socializing I spend time with one other neighbour and say Hello with a few others in the building Most do not want any social interaction,2,,,1,1,,,,,2,1,,,,,,,,,,0,The access to my balcony is very difficult due to high deep step and I feel that my falling is probable,2,4,3,3,3,3,4,4,8,1,,1,,1,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1, , , , , , , , , , , , , ,3,,0,Children-family,3,3,1,1,,,,,,,,3,,0,1986,4,2,,1,,I wish that one day Brightside would convert the bath tub into a walk-in shower that would help us seniors in a big way,1,,2,
1.10005E+11,5267037,270167551,HARWOOD MANOR,9/7/2020 14:22,2,2,2,2,1,1,1,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,2,1,2,1,1,1,1,1,2,1,2,1,2,1,1,2,3,4,4,3,0,Acknowledge when they receive a letter email or voice message,1,2,2,2,2,2,2,2,2,4,4,4,,,,,,,,1,Future income assistance,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,3,2,,,,,,1,,,,1,,2,1,,,,,,,,,2,,,1,,,,,,3,,,,,,,1,,,,0,The stairway to the garbage needs proper railing on the right side going down,3,4,4,4,4,3,4,4,7,2,,1,,1,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1, , , , , ,1, , , , , , , ,1,,0,Family-friends,4,3,2,,,,,,,,,2,,1,,4,2,,1,,,1,,2,
1.10005E+11,5267095,270167551,HARWOOD MANOR,9/7/2020 14:38,2,2,2,3,1,1,1,1,1,1,1,,,,,,,,,,,,,1,garbage out back,1,,2,2,1,3,0,3,0,2,1,2,1,2,1,2,1,2,2,3,4,4,0,0,they do not confirm that they have received messages you leave email or phone,1,2,2,2,2,2,2,2,2,3,3,3,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,,,,,1,,3,,,,,,,1,,,3,,,1,,1,,,,3,1,,,,,,,,,,0,laundry area sometimes,3,4,2,4,3,1,4,3,8,1,,1,,1,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1, , , , , , , , , , , , , ,1,,3,,3,3,2,,,,,,,,,3,,,,3,2,,1,,,1,,2,
1.10005E+11,5267120,270167549,FLORENCE MANOR,9/7/2020 14:44,0,0,0,0,0,0,0,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,,We are live in fear in vancouver,1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,1,1,5,5,5,5,5,Above standard operations in all the above,1,2,2,2,2,2,2,2,2,5,1,3,,,,,,,,1,At this time the computer is trying Cost to get assistance too expoensive,1,,,,,,,1,,,,,1,1,1,,,,,,,5,3,3,3,3,3,3,3,1,1,,,,,,,,1,Same,1,,3,,,,,,,,1,None of these In my business past it was better not to involve yourself with residents,,,,1,,,,1,Or contact through phone,1,,,,,,,1,,1,Not required,0,Timers go off too soon in hallway-entrance,0,0,0,0,0,0,0,0,7,2,,1,,1,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,1, ,1,1, , ,1, , , ,1, ,1, ,1,,0,None,3,2,2,,,,,,,,,2,,1,,4,0,For 15 years was resident property manager Eastwood Holdings LTD,1,,I am thinking of getting a smart phone Would like input on the new Shaw mobile and the cost factor provided by Brightside?,1,,2,
1.10005E+11,5267207,270167549,FLORENCE MANOR,9/7/2020 15:04,2,2,2,2,1,1,1,1,1,2,2,,,,,,,,,,,,,1,Windows should be double cleaned,1,,1,,,3,0,3,0,,,,,,,,,2,2,5,4,0,0,0,,1,2,2,2,2,2,2,2,2,1,1,1,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,3,2,,,,,1,,,,,2,,3,,,,,,,,,,2,,1,1,,1,,,,5,1,1,1,,1,1,,,,,,,5,5,1,4,3,4,5,5,8,2,,1,,1,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1, , , , , , , , , , , , , ,3,,2,,3,2,2,,,,,,,,,7,,1,,4,2,,0,Richmond,windows are old Putty dried I am willing to replace with double glaze myself,1,,2,
1.10005E+11,5267268,270167550,GORDONFAHRNI,9/7/2020 15:17,3,2,2,3,1,1,1,1,1,1,1,2,,2,,2,,2,,2,,2,,,,2,,2,4,0,4,0,4,0,1,1,3,0,2,1,4,0,1,2,2,1,5,5,,,1,2,2,2,2,2,2,2,2,2,1,2,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,2,1,1,,1,,,,,,1,,2,1,,1,,,,,,,2,,,1,,1,,,,3,,,1,,,,,,,,1,,4,5,2,4,4,4,4,3,9,1,,1,,1,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1, , , , , , , , , , , , , ,4,,0,Children-friends,3,3,1,1,,,,,,,,1,,0,1974,4,2,,1,,Yes since the pandemic the complaints i have has not been answered by email phone message or call back,1,,1,
1.10005E+11,5268456,270167564,COLLINGWOOD TOWER,9/7/2020 19:50,2,2,2,3,1,1,1,1,1,1,2,1,,2,,2,,2,,2,,2,,2,,2,,3,1,1,3,0,4,0,2,1,3,0,1,1,2,1,2,2,0,5,0,0,0,Normal,1,2,2,2,2,2,2,2,2,2,3,3,,,,,,,1,,,1,,,,,,,1,,,,,,1,,,,,,,,3,3,3,3,3,3,3,3,2,6,1,,,,,,,,,2,,1,,,,,,,,,,2,,,1,,,,,,2,,,,,,,1,,,,2,,3,4,2,0,4,5,4,4,7,1,,1,,1,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1, , , , , , , , , , , , , ,1,,0,No,4,3,2,,,,,,,,,2,,0,1989,4,2,,1,,,1,,2,
1.10005E+11,5268501,270167564,COLLINGWOOD TOWER,9/7/2020 19:58,2,2,2,3,0,3,0,0,0,1,2,3,,3,,3,,3,,3,,3,,3,,2,,3,,,,,3,0,,,,,,,,,3,2,0,0,,0,,,6,3,3,3,3,3,3,3,3,1,3,2,,,,,,,1,,,2,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,6,2,1,,1,,,,,,,2,,3,,,,,,,1,,,6,,,,,,1,,,5,,,,,,,1,,,,2,,2,4,0,4,4,4,,4,8,1,,5,,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1, , , , , , , , , , , , , ,5,,4,,3,4,3,,,,,,1,,,7,,2,,3,8,,1,,,1,,2,
